texto,emocao
Que dia maravilhoso!,1
Que dia maravilhoso!,1
Que dia maravilhoso!,1
Que ótimo resultado!,1
Que dia maravilhoso!,1
Estou muito feliz hoje!,1
Estou animado para o futuro.,1
Isso é incrível!,1
Que ótimo resultado!,1
Estou animado para o futuro.,1
Que ótimo resultado!,1
Estou muito feliz hoje!,1
Estou muito feliz hoje!,1
Estou muito feliz hoje!,1
Isso é incrível!,1
Que ótimo resultado!,1
Estou muito feliz hoje!,1
Que dia maravilhoso!,1
Que ótimo resultado!,1
Que ótimo resultado!,1
Estou muito feliz hoje!,1
Estou animado para o futuro.,1
Isso é incrível!,1
Estou muito feliz hoje!,1
Que dia maravilhoso!,1
Estou muito feliz hoje!,1
Estou muito feliz hoje!,1
Isso é incrível!,1
Estou animado para o futuro.,1
Estou muito feliz hoje!,1
Estou animado para o futuro.,1
Que dia maravilhoso!,1
Estou animado para o futuro.,1
Estou animado para o futuro.,1
Isso é incrível!,1
Que dia maravilhoso!,1
Estou animado para o futuro.,1
Isso é incrível!,1
Que ótimo resultado!,1
Estou animado para o futuro.,1
Estou muito feliz hoje!,1
Que dia maravilhoso!,1
Isso é incrível!,1
Que ótimo resultado!,1
Que ótimo resultado!,1
Estou muito feliz hoje!,1
Isso é incrível!,1
Que dia maravilhoso!,1
Estou muito feliz hoje!,1
Que dia maravilhoso!,1
Estou animado para o futuro.,1
Estou muito feliz hoje!,1
Que ótimo resultado!,1
Isso é incrível!,1
Estou muito feliz hoje!,1
Que dia maravilhoso!,1
Isso é incrível!,1
Estou animado para o futuro.,1
Que ótimo resultado!,1
Isso é incrível!,1
Estou animado para o futuro.,1
Que ótimo resultado!,1
Isso é incrível!,1
Que ótimo resultado!,1
Que ótimo resultado!,1
Isso é incrível!,1
Estou animado para o futuro.,1
Estou muito feliz hoje!,1
Estou animado para o futuro.,1
Estou muito feliz hoje!,1
Que ótimo resultado!,1
Isso é incrível!,1
Isso é incrível!,1
Que dia maravilhoso!,1
Que ótimo resultado!,1
Que ótimo resultado!,1
Que ótimo resultado!,1
Estou muito feliz hoje!,1
Que dia maravilhoso!,1
Que ótimo resultado!,1
Isso é incrível!,1
Estou muito feliz hoje!,1
Estou muito feliz hoje!,1
Estou muito feliz hoje!,1
Estou animado para o futuro.,1
Estou animado para o futuro.,1
Isso é incrível!,1
Que ótimo resultado!,1
Que dia maravilhoso!,1
Estou animado para o futuro.,1
Estou animado para o futuro.,1
Que dia maravilhoso!,1
Que dia maravilhoso!,1
Que dia maravilhoso!,1
Que ótimo resultado!,1
Estou animado para o futuro.,1
Que ótimo resultado!,1
Isso é incrível!,1
Que ótimo resultado!,1
Isso é incrível!,1
Que ótimo resultado!,1
Que ótimo resultado!,1
Que dia maravilhoso!,1
Que ótimo resultado!,1
Estou muito feliz hoje!,1
Estou muito feliz hoje!,1
Estou muito feliz hoje!,1
Que ótimo resultado!,1
Que ótimo resultado!,1
Isso é incrível!,1
Que ótimo resultado!,1
Isso é incrível!,1
Estou muito feliz hoje!,1
Estou muito feliz hoje!,1
Que dia maravilhoso!,1
Isso é incrível!,1
Isso é incrível!,1
Que dia maravilhoso!,1
Isso é incrível!,1
Isso é incrível!,1
Isso é incrível!,1
Que ótimo resultado!,1
Que ótimo resultado!,1
Isso é incrível!,1
Estou muito feliz hoje!,1
Estou animado para o futuro.,1
Que dia maravilhoso!,1
Que ótimo resultado!,1
Estou muito feliz hoje!,1
Isso é incrível!,1
Isso é incrível!,1
Estou animado para o futuro.,1
Que dia maravilhoso!,1
Que dia maravilhoso!,1
Que ótimo resultado!,1
Estou animado para o futuro.,1
Isso é incrível!,1
Estou animado para o futuro.,1
Isso é incrível!,1
Estou animado para o futuro.,1
Isso é incrível!,1
Que ótimo resultado!,1
Que ótimo resultado!,1
Que ótimo resultado!,1
Estou muito feliz hoje!,1
Isso é incrível!,1
Isso é incrível!,1
Isso é incrível!,1
Estou muito feliz hoje!,1
Estou animado para o futuro.,1
Que ótimo resultado!,1
Estou animado para o futuro.,1
Que ótimo resultado!,1
Estou muito feliz hoje!,1
Estou animado para o futuro.,1
Que dia maravilhoso!,1
Estou animado para o futuro.,1
Isso é incrível!,1
Estou animado para o futuro.,1
Estou muito feliz hoje!,1
Estou muito feliz hoje!,1
Isso é incrível!,1
Isso é incrível!,1
Estou animado para o futuro.,1
Isso é incrível!,1
Estou muito feliz hoje!,1
Que dia maravilhoso!,1
Que ótimo resultado!,1
Estou muito feliz hoje!,1
Que dia maravilhoso!,1
Estou muito feliz hoje!,1
Que ótimo resultado!,1
Estou muito feliz hoje!,1
Que ótimo resultado!,1
Estou animado para o futuro.,1
Que ótimo resultado!,1
Estou animado para o futuro.,1
Estou animado para o futuro.,1
Estou animado para o futuro.,1
Que ótimo resultado!,1
Isso é incrível!,1
Que dia maravilhoso!,1
Estou muito feliz hoje!,1
Que ótimo resultado!,1
Que ótimo resultado!,1
Estou animado para o futuro.,1
Estou animado para o futuro.,1
Estou animado para o futuro.,1
Que ótimo resultado!,1
Estou muito feliz hoje!,1
Que dia maravilhoso!,1
Isso é incrível!,1
Estou animado para o futuro.,1
Que ótimo resultado!,1
Que dia maravilhoso!,1
Estou animado para o futuro.,1
Estou muito feliz hoje!,1
Isso é incrível!,1
Isso é incrível!,1
Estou muito feliz hoje!,1
Estou muito feliz hoje!,1
Estou muito feliz hoje!,1
Estou animado para o futuro.,1
Estou muito feliz hoje!,1
Que ótimo resultado!,1
Isso é incrível!,1
Estou muito feliz hoje!,1
Isso é incrível!,1
Isso é incrível!,1
Que dia maravilhoso!,1
Isso é incrível!,1
Isso é incrível!,1
Estou animado para o futuro.,1
Isso é incrível!,1
Que dia maravilhoso!,1
Que dia maravilhoso!,1
Que ótimo resultado!,1
Estou muito feliz hoje!,1
Estou animado para o futuro.,1
Isso é incrível!,1
Estou muito feliz hoje!,1
Isso é incrível!,1
Que dia maravilhoso!,1
Isso é incrível!,1
Não consigo acreditar que ele fez isso!,2
Não consigo acreditar que ele fez isso!,2
Isso me deixou com raiva.,2
Estou furioso com essa situação.,2
Estou irritado demais agora.,2
Isso me deixou com raiva.,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Estou furioso com essa situação.,2
Estou irritado demais agora.,2
Estou furioso com essa situação.,2
Por que você sempre faz isso?,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Estou irritado demais agora.,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Por que você sempre faz isso?,2
Estou furioso com essa situação.,2
Estou irritado demais agora.,2
Estou furioso com essa situação.,2
Isso me deixou com raiva.,2
Por que você sempre faz isso?,2
Estou furioso com essa situação.,2
Por que você sempre faz isso?,2
Isso me deixou com raiva.,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Estou irritado demais agora.,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Isso me deixou com raiva.,2
Não consigo acreditar que ele fez isso!,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Isso me deixou com raiva.,2
Por que você sempre faz isso?,2
Estou furioso com essa situação.,2
Isso me deixou com raiva.,2
Estou furioso com essa situação.,2
Isso me deixou com raiva.,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Isso me deixou com raiva.,2
Por que você sempre faz isso?,2
Por que você sempre faz isso?,2
Isso me deixou com raiva.,2
Por que você sempre faz isso?,2
Estou furioso com essa situação.,2
Estou irritado demais agora.,2
Isso me deixou com raiva.,2
Estou irritado demais agora.,2
Não consigo acreditar que ele fez isso!,2
Isso me deixou com raiva.,2
Isso me deixou com raiva.,2
Estou irritado demais agora.,2
Estou furioso com essa situação.,2
Isso me deixou com raiva.,2
Por que você sempre faz isso?,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Isso me deixou com raiva.,2
Por que você sempre faz isso?,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Estou irritado demais agora.,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Estou irritado demais agora.,2
Por que você sempre faz isso?,2
Por que você sempre faz isso?,2
Por que você sempre faz isso?,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Isso me deixou com raiva.,2
Isso me deixou com raiva.,2
Por que você sempre faz isso?,2
Por que você sempre faz isso?,2
Estou furioso com essa situação.,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Não consigo acreditar que ele fez isso!,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Estou irritado demais agora.,2
Estou irritado demais agora.,2
Estou irritado demais agora.,2
Estou irritado demais agora.,2
Por que você sempre faz isso?,2
Estou irritado demais agora.,2
Isso me deixou com raiva.,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Estou furioso com essa situação.,2
Por que você sempre faz isso?,2
Isso me deixou com raiva.,2
Estou furioso com essa situação.,2
Estou furioso com essa situação.,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Estou furioso com essa situação.,2
Por que você sempre faz isso?,2
Estou furioso com essa situação.,2
Estou irritado demais agora.,2
Isso me deixou com raiva.,2
Isso me deixou com raiva.,2
Isso me deixou com raiva.,2
Isso me deixou com raiva.,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Por que você sempre faz isso?,2
Por que você sempre faz isso?,2
Estou irritado demais agora.,2
Por que você sempre faz isso?,2
Estou furioso com essa situação.,2
Estou furioso com essa situação.,2
Isso me deixou com raiva.,2
Estou furioso com essa situação.,2
Estou irritado demais agora.,2
Por que você sempre faz isso?,2
Isso me deixou com raiva.,2
Isso me deixou com raiva.,2
Estou irritado demais agora.,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Não consigo acreditar que ele fez isso!,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Isso me deixou com raiva.,2
Isso me deixou com raiva.,2
Por que você sempre faz isso?,2
Estou furioso com essa situação.,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Por que você sempre faz isso?,2
Estou irritado demais agora.,2
Isso me deixou com raiva.,2
Isso me deixou com raiva.,2
Isso me deixou com raiva.,2
Estou furioso com essa situação.,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Não consigo acreditar que ele fez isso!,2
Isso me deixou com raiva.,2
Isso me deixou com raiva.,2
Isso me deixou com raiva.,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Por que você sempre faz isso?,2
Estou irritado demais agora.,2
Isso me deixou com raiva.,2
Isso me deixou com raiva.,2
Isso me deixou com raiva.,2
Estou irritado demais agora.,2
Estou furioso com essa situação.,2
Isso me deixou com raiva.,2
Estou irritado demais agora.,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Isso me deixou com raiva.,2
Estou furioso com essa situação.,2
Isso me deixou com raiva.,2
Não consigo acreditar que ele fez isso!,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Estou irritado demais agora.,2
Não consigo acreditar que ele fez isso!,2
Não consigo acreditar que ele fez isso!,2
Não consigo acreditar que ele fez isso!,2
Não consigo acreditar que ele fez isso!,2
Estou furioso com essa situação.,2
Estou irritado demais agora.,2
Isso me deixou com raiva.,2
Por que você sempre faz isso?,2
Estou furioso com essa situação.,2
Estou furioso com essa situação.,2
Por que você sempre faz isso?,2
Isso me deixou com raiva.,2
Estou furioso com essa situação.,2
Estou irritado demais agora.,2
Isso me deixou com raiva.,2
Isso me deixou com raiva.,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Isso me deixou com raiva.,2
Estou irritado demais agora.,2
Estou irritado demais agora.,2
Isso me deixou com raiva.,2
Estou furioso com essa situação.,2
Isso me deixou com raiva.,2
Isso me deixou com raiva.,2
Estou furioso com essa situação.,2
Estou irritado demais agora.,2
Isso me deixou com raiva.,2
Não consigo acreditar que ele fez isso!,2
Isso me deixou com raiva.,2
Estou irritado demais agora.,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Estou irritado demais agora.,2
Não consigo acreditar que ele fez isso!,2
Estou furioso com essa situação.,2
Estou furioso com essa situação.,2
Estou furioso com essa situação.,2
Isso me deixou com raiva.,2
Estou irritado demais agora.,2
Estou furioso com essa situação.,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Estou furioso com essa situação.,2
Estou irritado demais agora.,2
Estou irritado demais agora.,2
Estou irritado demais agora.,2
Por que você sempre faz isso?,2
Por que você sempre faz isso?,2
Isso me deixou com raiva.,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Isso me deixou com raiva.,2
Estou furioso com essa situação.,2
Isso me deixou com raiva.,2
Estou irritado demais agora.,2
Isso me deixou com raiva.,2
Estou irritado demais agora.,2
Isso me deixou com raiva.,2
Estou irritado demais agora.,2
Por que você sempre faz isso?,2
Por que você sempre faz isso?,2
Isso me deixou com raiva.,2
Isso me deixou com raiva.,2
Estou furioso com essa situação.,2
Estou irritado demais agora.,2
Isso me deixou com raiva.,2
Não consigo acreditar que ele fez isso!,2
Estou furioso com essa situação.,2
Isso me deixou com raiva.,2
Estou furioso com essa situação.,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Estou furioso com essa situação.,2
Isso me deixou com raiva.,2
Isso me deixou com raiva.,2
Estou irritado demais agora.,2
Estou irritado demais agora.,2
Estou furioso com essa situação.,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Estou furioso com essa situação.,2
Estou irritado demais agora.,2
Por que você sempre faz isso?,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Isso me deixou com raiva.,2
Isso me deixou com raiva.,2
Estou furioso com essa situação.,2
Estou furioso com essa situação.,2
Estou irritado demais agora.,2
Estou irritado demais agora.,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Estou furioso com essa situação.,2
Isso me deixou com raiva.,2
Não consigo acreditar que ele fez isso!,2
Não consigo acreditar que ele fez isso!,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Estou furioso com essa situação.,2
Isso me deixou com raiva.,2
Por que você sempre faz isso?,2
Por que você sempre faz isso?,2
Por que você sempre faz isso?,2
Estou furioso com essa situação.,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Isso me deixou com raiva.,2
Não consigo acreditar que ele fez isso!,2
Não consigo acreditar que ele fez isso!,2
Estou furioso com essa situação.,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Estou furioso com essa situação.,2
Isso me deixou com raiva.,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Estou irritado demais agora.,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Estou irritado demais agora.,2
Estou furioso com essa situação.,2
Por que você sempre faz isso?,2
Estou furioso com essa situação.,2
Por que você sempre faz isso?,2
Estou irritado demais agora.,2
Estou furioso com essa situação.,2
Estou furioso com essa situação.,2
Isso me deixou com raiva.,2
Não consigo acreditar que ele fez isso!,2
Isso me deixou com raiva.,2
Estou irritado demais agora.,2
Por que você sempre faz isso?,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Isso me deixou com raiva.,2
Por que você sempre faz isso?,2
Estou irritado demais agora.,2
Estou furioso com essa situação.,2
Por que você sempre faz isso?,2
Por que você sempre faz isso?,2
Por que você sempre faz isso?,2
Estou irritado demais agora.,2
Não consigo acreditar que ele fez isso!,2
Isso me deixou com raiva.,2
Estou irritado demais agora.,2
Por que você sempre faz isso?,2
Isso me deixou com raiva.,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Não consigo acreditar que ele fez isso!,2
Não consigo acreditar que ele fez isso!,2
Estou furioso com essa situação.,2
Isso me deixou com raiva.,2
Isso me deixou com raiva.,2
Não consigo acreditar que ele fez isso!,2
Estou furioso com essa situação.,2
Por que você sempre faz isso?,2
Estou irritado demais agora.,2
Não consigo acreditar que ele fez isso!,2
Estou furioso com essa situação.,2
Isso me deixou com raiva.,2
Por que você sempre faz isso?,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Isso me deixou com raiva.,2
Por que você sempre faz isso?,2
Isso me deixou com raiva.,2
Por que você sempre faz isso?,2
Isso me deixou com raiva.,2
Estou furioso com essa situação.,2
Isso me deixou com raiva.,2
Estou irritado demais agora.,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Por que você sempre faz isso?,2
Estou furioso com essa situação.,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Não consigo acreditar que ele fez isso!,2
Estou furioso com essa situação.,2
Estou furioso com essa situação.,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Isso me deixou com raiva.,2
Por que você sempre faz isso?,2
Estou furioso com essa situação.,2
Isso me deixou com raiva.,2
Não consigo acreditar que ele fez isso!,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Por que você sempre faz isso?,2
Isso me deixou com raiva.,2
Estou irritado demais agora.,2
Isso me deixou com raiva.,2
Estou furioso com essa situação.,2
Por que você sempre faz isso?,2
Estou irritado demais agora.,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Isso me deixou com raiva.,2
Não consigo acreditar que ele fez isso!,2
Isso me deixou com raiva.,2
Não consigo acreditar que ele fez isso!,2
Isso me deixou com raiva.,2
Estou furioso com essa situação.,2
Isso me deixou com raiva.,2
Por que você sempre faz isso?,2
Por que você sempre faz isso?,2
Por que você sempre faz isso?,2
Isso me deixou com raiva.,2
Não consigo acreditar que ele fez isso!,2
Isso me deixou com raiva.,2
Por que você sempre faz isso?,2
Por que você sempre faz isso?,2
Estou irritado demais agora.,2
Por que você sempre faz isso?,2
Isso me deixou com raiva.,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Não consigo acreditar que ele fez isso!,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Estou furioso com essa situação.,2
Estou furioso com essa situação.,2
Estou irritado demais agora.,2
Por que você sempre faz isso?,2
Estou irritado demais agora.,2
Estou furioso com essa situação.,2
Isso me deixou com raiva.,2
Isso me deixou com raiva.,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Isso me deixou com raiva.,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Não consigo acreditar que ele fez isso!,2
Isso me deixou com raiva.,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Isso me deixou com raiva.,2
Isso me deixou com raiva.,2
Estou irritado demais agora.,2
Estou furioso com essa situação.,2
Estou furioso com essa situação.,2
Estou irritado demais agora.,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Por que você sempre faz isso?,2
Estou furioso com essa situação.,2
Estou irritado demais agora.,2
Estou irritado demais agora.,2
Estou irritado demais agora.,2
Estou furioso com essa situação.,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Isso me deixou com raiva.,2
Por que você sempre faz isso?,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Isso me deixou com raiva.,2
Por que você sempre faz isso?,2
Estou furioso com essa situação.,2
Por que você sempre faz isso?,2
Isso me deixou com raiva.,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Por que você sempre faz isso?,2
Estou irritado demais agora.,2
Não consigo acreditar que ele fez isso!,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Por que você sempre faz isso?,2
Estou irritado demais agora.,2
Isso me deixou com raiva.,2
Não consigo acreditar que ele fez isso!,2
Isso me deixou com raiva.,2
Não consigo acreditar que ele fez isso!,2
Isso me deixou com raiva.,2
Não consigo acreditar que ele fez isso!,2
Isso me deixou com raiva.,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Por que você sempre faz isso?,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Estou furioso com essa situação.,2
Por que você sempre faz isso?,2
Estou furioso com essa situação.,2
Por que você sempre faz isso?,2
Estou irritado demais agora.,2
Não consigo acreditar que ele fez isso!,2
Estou furioso com essa situação.,2
Estou furioso com essa situação.,2
Por que você sempre faz isso?,2
Isso me deixou com raiva.,2
Não consigo acreditar que ele fez isso!,2
Estou furioso com essa situação.,2
Isso me deixou com raiva.,2
Por que você sempre faz isso?,2
Isso me deixou com raiva.,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Estou irritado demais agora.,2
Isso me deixou com raiva.,2
Estou furioso com essa situação.,2
Estou furioso com essa situação.,2
Estou irritado demais agora.,2
Estou irritado demais agora.,2
Por que você sempre faz isso?,2
Por que você sempre faz isso?,2
Isso me deixou com raiva.,2
Não consigo acreditar que ele fez isso!,2
Estou furioso com essa situação.,2
Isso me deixou com raiva.,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Isso me deixou com raiva.,2
Estou irritado demais agora.,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Estou irritado demais agora.,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Estou furioso com essa situação.,2
Isso me deixou com raiva.,2
Por que você sempre faz isso?,2
Isso me deixou com raiva.,2
Estou furioso com essa situação.,2
Por que você sempre faz isso?,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Estou furioso com essa situação.,2
Estou furioso com essa situação.,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Estou furioso com essa situação.,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Estou furioso com essa situação.,2
Estou irritado demais agora.,2
Por que você sempre faz isso?,2
Por que você sempre faz isso?,2
Isso me deixou com raiva.,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Não consigo acreditar que ele fez isso!,2
Estou irritado demais agora.,2
Estou irritado demais agora.,2
Estou furioso com essa situação.,2
Estou furioso com essa situação.,2
Estou irritado demais agora.,2
Estou furioso com essa situação.,2
Estou furioso com essa situação.,2
Estou irritado demais agora.,2
Estou irritado demais agora.,2
Não consigo acreditar que ele fez isso!,2
Por que você sempre faz isso?,2
Não consigo acreditar que ele fez isso!,2
Isso me deixou com raiva.,2
Estou irritado demais agora.,2
Isso me deixou com raiva.,2
Estou irritado demais agora.,2
Estou furioso com essa situação.,2
Estou furioso com essa situação.,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Estou furioso com essa situação.,2
Não consigo acreditar que ele fez isso!,2
Estou furioso com essa situação.,2
Isso me deixou com raiva.,2
Estou irritado demais agora.,2
Isso me deixou com raiva.,2
Por que você sempre faz isso?,2
Estou irritado demais agora.,2
Estou irritado demais agora.,2
Isso me deixou com raiva.,2
Isso me deixa apavorado.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Estou com medo do escuro.,3
Isso me deixa apavorado.,3
Essa situação me assusta.,3
Isso me deixa apavorado.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Estou com medo do escuro.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Estou com medo do escuro.,3
Tenho receio do que vai acontecer.,3
Essa situação me assusta.,3
Essa situação me assusta.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Essa situação me assusta.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Estou com medo do escuro.,3
Estou com medo do escuro.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Isso me deixa apavorado.,3
Estou com medo do escuro.,3
Tenho receio do que vai acontecer.,3
Essa situação me assusta.,3
Essa situação me assusta.,3
Tenho receio do que vai acontecer.,3
Essa situação me assusta.,3
Tenho receio do que vai acontecer.,3
Essa situação me assusta.,3
Essa situação me assusta.,3
Estou com medo do escuro.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Estou com medo do escuro.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Sinto calafrios só de pensar nisso.,3
