Speaker,enunciado,número,texto_formatado,texto_limpo,emocoes_formatada,emocao_nome
Speaker: Ross,"enunciado: ""Posso cantar uma música sobre isso?""",número: 4,Posso cantar uma música sobre isso?,posso cantar uma música sobre isso,4,Surpresa
Speaker: Monica,"enunciado: ""Por que sempre comigo?""",número: 4,Por que sempre comigo?,por que sempre comigo,4,Surpresa
Speaker: Monica,"enunciado: ""Você só pode estar brincando.""",número: 3,Você só pode estar brincando.,você só pode estar brincando,3,Raiva
Speaker: Joey,"enunciado: ""Isso é assustador.""",número: 6,Isso é assustador.,isso é assustador,6,Disgosto
Speaker: Phoebe,"enunciado: ""Você só pode estar brincando.""",número: 5,Você só pode estar brincando.,você só pode estar brincando,5,Tristeza
Speaker: Joey,"enunciado: ""Eu não acredito nisso!""",número: 2,Eu não acredito nisso!,eu não acredito nisso,2,Felicidade
Speaker: Ross,"enunciado: ""Posso cantar uma música sobre isso?""",número: 4,Posso cantar uma música sobre isso?,posso cantar uma música sobre isso,4,Surpresa
Speaker: Ross,"enunciado: ""Uau, isso é incrível!""",número: 5,"Uau, isso é incrível!",uau isso é incrível,5,Tristeza
Speaker: Joey,"enunciado: ""Essa foi boa!""",número: 2,Essa foi boa!,essa foi boa,2,Felicidade
Speaker: Phoebe,"enunciado: ""Eu não quero falar sobre isso.""",número: 1,Eu não quero falar sobre isso.,eu não quero falar sobre isso,1,Neutro
Speaker: Ross,"enunciado: ""Eu não quero falar sobre isso.""",número: 7,Eu não quero falar sobre isso.,eu não quero falar sobre isso,7,Medo
Speaker: Phoebe,"enunciado: ""Você só pode estar brincando.""",número: 7,Você só pode estar brincando.,você só pode estar brincando,7,Medo
Speaker: Monica,"enunciado: ""Eu não quero falar sobre isso.""",número: 4,Eu não quero falar sobre isso.,eu não quero falar sobre isso,4,Surpresa
Speaker: Rachel,"enunciado: ""Você só pode estar brincando.""",número: 7,Você só pode estar brincando.,você só pode estar brincando,7,Medo
Speaker: Chandler,"enunciado: ""Achei que tinha acabado.""",número: 4,Achei que tinha acabado.,achei que tinha acabado,4,Surpresa
Speaker: Rachel,"enunciado: ""Ok, isso é nojento.""",número: 2,"Ok, isso é nojento.",ok isso é nojento,2,Felicidade
Speaker: Monica,"enunciado: ""Isso é mais difícil do que parece.""",número: 7,Isso é mais difícil do que parece.,isso é mais difícil do que parece,7,Medo
Speaker: Phoebe,"enunciado: ""Isso é mais difícil do que parece.""",número: 7,Isso é mais difícil do que parece.,isso é mais difícil do que parece,7,Medo
Speaker: Monica,"enunciado: ""Uau, isso é incrível!""",número: 1,"Uau, isso é incrível!",uau isso é incrível,1,Neutro
Speaker: Phoebe,"enunciado: ""Isso é assustador.""",número: 7,Isso é assustador.,isso é assustador,7,Medo
Speaker: Rachel,"enunciado: ""Sério, isso é hilário.""",número: 7,"Sério, isso é hilário.",sério isso é hilário,7,Medo
Speaker: Phoebe,"enunciado: ""Posso cantar uma música sobre isso?""",número: 3,Posso cantar uma música sobre isso?,posso cantar uma música sobre isso,3,Raiva
Speaker: Rachel,"enunciado: ""Uau, isso é incrível!""",número: 4,"Uau, isso é incrível!",uau isso é incrível,4,Surpresa
Speaker: Rachel,"enunciado: ""Isso é muito triste.""",número: 4,Isso é muito triste.,isso é muito triste,4,Surpresa
Speaker: Rachel,"enunciado: ""Você não entende nunca?""",número: 2,Você não entende nunca?,você não entende nunca,2,Felicidade
Speaker: Ross,"enunciado: ""Isso é assustador.""",número: 7,Isso é assustador.,isso é assustador,7,Medo
Speaker: Ross,"enunciado: ""Sério, isso é hilário.""",número: 5,"Sério, isso é hilário.",sério isso é hilário,5,Tristeza
Speaker: Joey,"enunciado: ""Quem pegou meu café?""",número: 7,Quem pegou meu café?,quem pegou meu café,7,Medo
Speaker: Chandler,"enunciado: ""Essa foi boa!""",número: 2,Essa foi boa!,essa foi boa,2,Felicidade
Speaker: Phoebe,"enunciado: ""Não vou cair nessa de novo.""",número: 6,Não vou cair nessa de novo.,não vou cair nessa de novo,6,Disgosto
Speaker: Chandler,"enunciado: ""Por que sempre comigo?""",número: 1,Por que sempre comigo?,por que sempre comigo,1,Neutro
Speaker: Monica,"enunciado: ""Quem pegou meu café?""",número: 2,Quem pegou meu café?,quem pegou meu café,2,Felicidade
Speaker: Rachel,"enunciado: ""Essa foi boa!""",número: 3,Essa foi boa!,essa foi boa,3,Raiva
Speaker: Chandler,"enunciado: ""Eu preciso de férias.""",número: 4,Eu preciso de férias.,eu preciso de férias,4,Surpresa
Speaker: Ross,"enunciado: ""Isso é mais difícil do que parece.""",número: 5,Isso é mais difícil do que parece.,isso é mais difícil do que parece,5,Tristeza
Speaker: Rachel,"enunciado: ""Eu não quero falar sobre isso.""",número: 6,Eu não quero falar sobre isso.,eu não quero falar sobre isso,6,Disgosto
Speaker: Rachel,"enunciado: ""Você não entende nunca?""",número: 4,Você não entende nunca?,você não entende nunca,4,Surpresa
Speaker: Monica,"enunciado: ""Posso cantar uma música sobre isso?""",número: 3,Posso cantar uma música sobre isso?,posso cantar uma música sobre isso,3,Raiva
Speaker: Ross,"enunciado: ""Quem pegou meu café?""",número: 4,Quem pegou meu café?,quem pegou meu café,4,Surpresa
Speaker: Chandler,"enunciado: ""Uau, isso é incrível!""",número: 6,"Uau, isso é incrível!",uau isso é incrível,6,Disgosto
Speaker: Ross,"enunciado: ""Você fez isso de propósito?""",número: 6,Você fez isso de propósito?,você fez isso de propósito,6,Disgosto
Speaker: Ross,"enunciado: ""Posso cantar uma música sobre isso?""",número: 5,Posso cantar uma música sobre isso?,posso cantar uma música sobre isso,5,Tristeza
Speaker: Joey,"enunciado: ""Isso é mais difícil do que parece.""",número: 4,Isso é mais difícil do que parece.,isso é mais difícil do que parece,4,Surpresa
Speaker: Ross,"enunciado: ""Isso é muito triste.""",número: 5,Isso é muito triste.,isso é muito triste,5,Tristeza
Speaker: Ross,"enunciado: ""Eu não quero falar sobre isso.""",número: 6,Eu não quero falar sobre isso.,eu não quero falar sobre isso,6,Disgosto
Speaker: Phoebe,"enunciado: ""Eu preciso de férias.""",número: 7,Eu preciso de férias.,eu preciso de férias,7,Medo
Speaker: Ross,"enunciado: ""Você só pode estar brincando.""",número: 2,Você só pode estar brincando.,você só pode estar brincando,2,Felicidade
Speaker: Monica,"enunciado: ""Isso é maravilhoso!""",número: 6,Isso é maravilhoso!,isso é maravilhoso,6,Disgosto
Speaker: Chandler,"enunciado: ""Você fez isso de propósito?""",número: 3,Você fez isso de propósito?,você fez isso de propósito,3,Raiva
Speaker: Chandler,"enunciado: ""Isso é assustador.""",número: 5,Isso é assustador.,isso é assustador,5,Tristeza
Speaker: Joey,"enunciado: ""Achei que tinha acabado.""",número: 1,Achei que tinha acabado.,achei que tinha acabado,1,Neutro
Speaker: Monica,"enunciado: ""Eu não quero falar sobre isso.""",número: 2,Eu não quero falar sobre isso.,eu não quero falar sobre isso,2,Felicidade
Speaker: Joey,"enunciado: ""Por que sempre comigo?""",número: 2,Por que sempre comigo?,por que sempre comigo,2,Felicidade
Speaker: Ross,"enunciado: ""Não vou cair nessa de novo.""",número: 7,Não vou cair nessa de novo.,não vou cair nessa de novo,7,Medo
Speaker: Phoebe,"enunciado: ""Não vou cair nessa de novo.""",número: 5,Não vou cair nessa de novo.,não vou cair nessa de novo,5,Tristeza
Speaker: Phoebe,"enunciado: ""Ok, isso é nojento.""",número: 2,"Ok, isso é nojento.",ok isso é nojento,2,Felicidade
Speaker: Phoebe,"enunciado: ""Sério, isso é hilário.""",número: 4,"Sério, isso é hilário.",sério isso é hilário,4,Surpresa
Speaker: Phoebe,"enunciado: ""Quem pegou meu café?""",número: 4,Quem pegou meu café?,quem pegou meu café,4,Surpresa
Speaker: Phoebe,"enunciado: ""Você fez isso de propósito?""",número: 5,Você fez isso de propósito?,você fez isso de propósito,5,Tristeza
Speaker: Chandler,"enunciado: ""Eu não quero falar sobre isso.""",número: 3,Eu não quero falar sobre isso.,eu não quero falar sobre isso,3,Raiva
Speaker: Ross,"enunciado: ""Eu não quero falar sobre isso.""",número: 6,Eu não quero falar sobre isso.,eu não quero falar sobre isso,6,Disgosto
Speaker: Monica,"enunciado: ""Sério, isso é hilário.""",número: 3,"Sério, isso é hilário.",sério isso é hilário,3,Raiva
Speaker: Joey,"enunciado: ""Não vou cair nessa de novo.""",número: 5,Não vou cair nessa de novo.,não vou cair nessa de novo,5,Tristeza
Speaker: Phoebe,"enunciado: ""Isso é assustador.""",número: 4,Isso é assustador.,isso é assustador,4,Surpresa
Speaker: Chandler,"enunciado: ""Uau, isso é incrível!""",número: 3,"Uau, isso é incrível!",uau isso é incrível,3,Raiva
Speaker: Ross,"enunciado: ""Você só pode estar brincando.""",número: 5,Você só pode estar brincando.,você só pode estar brincando,5,Tristeza
Speaker: Chandler,"enunciado: ""Essa foi boa!""",número: 7,Essa foi boa!,essa foi boa,7,Medo
Speaker: Rachel,"enunciado: ""Eu preciso de férias.""",número: 3,Eu preciso de férias.,eu preciso de férias,3,Raiva
Speaker: Joey,"enunciado: ""Isso é assustador.""",número: 2,Isso é assustador.,isso é assustador,2,Felicidade
Speaker: Chandler,"enunciado: ""Não vou cair nessa de novo.""",número: 3,Não vou cair nessa de novo.,não vou cair nessa de novo,3,Raiva
Speaker: Monica,"enunciado: ""Não vou cair nessa de novo.""",número: 3,Não vou cair nessa de novo.,não vou cair nessa de novo,3,Raiva
Speaker: Phoebe,"enunciado: ""Você não entende nunca?""",número: 3,Você não entende nunca?,você não entende nunca,3,Raiva
Speaker: Joey,"enunciado: ""Eu preciso de férias.""",número: 1,Eu preciso de férias.,eu preciso de férias,1,Neutro
Speaker: Rachel,"enunciado: ""Eu preciso de férias.""",número: 4,Eu preciso de férias.,eu preciso de férias,4,Surpresa
Speaker: Chandler,"enunciado: ""Eu não acredito nisso!""",número: 3,Eu não acredito nisso!,eu não acredito nisso,3,Raiva
Speaker: Monica,"enunciado: ""Ok, isso é nojento.""",número: 4,"Ok, isso é nojento.",ok isso é nojento,4,Surpresa
Speaker: Rachel,"enunciado: ""Isso é muito triste.""",número: 2,Isso é muito triste.,isso é muito triste,2,Felicidade
Speaker: Joey,"enunciado: ""Achei que seria diferente.""",número: 2,Achei que seria diferente.,achei que seria diferente,2,Felicidade
Speaker: Monica,"enunciado: ""Eu não acredito nisso!""",número: 2,Eu não acredito nisso!,eu não acredito nisso,2,Felicidade
Speaker: Monica,"enunciado: ""Eu não acredito nisso!""",número: 4,Eu não acredito nisso!,eu não acredito nisso,4,Surpresa
Speaker: Phoebe,"enunciado: ""Eu não quero falar sobre isso.""",número: 2,Eu não quero falar sobre isso.,eu não quero falar sobre isso,2,Felicidade
Speaker: Monica,"enunciado: ""Eu não acredito nisso!""",número: 6,Eu não acredito nisso!,eu não acredito nisso,6,Disgosto
Speaker: Ross,"enunciado: ""Você não entende nunca?""",número: 6,Você não entende nunca?,você não entende nunca,6,Disgosto
Speaker: Joey,"enunciado: ""Isso é assustador.""",número: 5,Isso é assustador.,isso é assustador,5,Tristeza
Speaker: Chandler,"enunciado: ""Posso cantar uma música sobre isso?""",número: 5,Posso cantar uma música sobre isso?,posso cantar uma música sobre isso,5,Tristeza
Speaker: Rachel,"enunciado: ""Isso é assustador.""",número: 1,Isso é assustador.,isso é assustador,1,Neutro
Speaker: Rachel,"enunciado: ""Achei que seria diferente.""",número: 2,Achei que seria diferente.,achei que seria diferente,2,Felicidade
Speaker: Rachel,"enunciado: ""Uau, isso é incrível!""",número: 4,"Uau, isso é incrível!",uau isso é incrível,4,Surpresa
Speaker: Phoebe,"enunciado: ""Por que sempre comigo?""",número: 1,Por que sempre comigo?,por que sempre comigo,1,Neutro
Speaker: Monica,"enunciado: ""Essa foi boa!""",número: 7,Essa foi boa!,essa foi boa,7,Medo
Speaker: Ross,"enunciado: ""Quem pegou meu café?""",número: 5,Quem pegou meu café?,quem pegou meu café,5,Tristeza
Speaker: Monica,"enunciado: ""Isso é assustador.""",número: 6,Isso é assustador.,isso é assustador,6,Disgosto
Speaker: Rachel,"enunciado: ""Achei que tinha acabado.""",número: 2,Achei que tinha acabado.,achei que tinha acabado,2,Felicidade
Speaker: Chandler,"enunciado: ""Eu não acredito nisso!""",número: 5,Eu não acredito nisso!,eu não acredito nisso,5,Tristeza
Speaker: Ross,"enunciado: ""Eu não acredito nisso!""",número: 2,Eu não acredito nisso!,eu não acredito nisso,2,Felicidade
Speaker: Rachel,"enunciado: ""Isso é muito triste.""",número: 6,Isso é muito triste.,isso é muito triste,6,Disgosto
Speaker: Monica,"enunciado: ""Você fez isso de propósito?""",número: 5,Você fez isso de propósito?,você fez isso de propósito,5,Tristeza
Speaker: Ross,"enunciado: ""Eu preciso de férias.""",número: 7,Eu preciso de férias.,eu preciso de férias,7,Medo
Speaker: Phoebe,"enunciado: ""Isso é muito triste.""",número: 1,Isso é muito triste.,isso é muito triste,1,Neutro
Speaker: Ross,"enunciado: ""Isso é mais difícil do que parece.""",número: 7,Isso é mais difícil do que parece.,isso é mais difícil do que parece,7,Medo
Speaker: Rachel,"enunciado: ""Você não entende nunca?""",número: 2,Você não entende nunca?,você não entende nunca,2,Felicidade
Speaker: Joey,"enunciado: ""Ok, isso é nojento.""",número: 6,"Ok, isso é nojento.",ok isso é nojento,6,Disgosto
Speaker: Joey,"enunciado: ""Ok, isso é nojento.""",número: 5,"Ok, isso é nojento.",ok isso é nojento,5,Tristeza
Speaker: Ross,"enunciado: ""Essa foi boa!""",número: 4,Essa foi boa!,essa foi boa,4,Surpresa
Speaker: Ross,"enunciado: ""Você não entende nunca?""",número: 1,Você não entende nunca?,você não entende nunca,1,Neutro
Speaker: Joey,"enunciado: ""Eu preciso de férias.""",número: 1,Eu preciso de férias.,eu preciso de férias,1,Neutro
Speaker: Monica,"enunciado: ""Ok, isso é nojento.""",número: 7,"Ok, isso é nojento.",ok isso é nojento,7,Medo
Speaker: Joey,"enunciado: ""Você só pode estar brincando.""",número: 7,Você só pode estar brincando.,você só pode estar brincando,7,Medo
Speaker: Monica,"enunciado: ""Você fez isso de propósito?""",número: 2,Você fez isso de propósito?,você fez isso de propósito,2,Felicidade
Speaker: Rachel,"enunciado: ""Sério, isso é hilário.""",número: 4,"Sério, isso é hilário.",sério isso é hilário,4,Surpresa
Speaker: Chandler,"enunciado: ""Não vou cair nessa de novo.""",número: 1,Não vou cair nessa de novo.,não vou cair nessa de novo,1,Neutro
Speaker: Chandler,"enunciado: ""Quem pegou meu café?""",número: 4,Quem pegou meu café?,quem pegou meu café,4,Surpresa
Speaker: Phoebe,"enunciado: ""Ok, isso é nojento.""",número: 2,"Ok, isso é nojento.",ok isso é nojento,2,Felicidade
Speaker: Phoebe,"enunciado: ""Por que sempre comigo?""",número: 4,Por que sempre comigo?,por que sempre comigo,4,Surpresa
Speaker: Monica,"enunciado: ""Isso é assustador.""",número: 6,Isso é assustador.,isso é assustador,6,Disgosto
Speaker: Chandler,"enunciado: ""Isso é mais difícil do que parece.""",número: 7,Isso é mais difícil do que parece.,isso é mais difícil do que parece,7,Medo
Speaker: Monica,"enunciado: ""Quem pegou meu café?""",número: 6,Quem pegou meu café?,quem pegou meu café,6,Disgosto
Speaker: Joey,"enunciado: ""Eu não quero falar sobre isso.""",número: 4,Eu não quero falar sobre isso.,eu não quero falar sobre isso,4,Surpresa
Speaker: Chandler,"enunciado: ""Achei que seria diferente.""",número: 2,Achei que seria diferente.,achei que seria diferente,2,Felicidade
Speaker: Ross,"enunciado: ""Você fez isso de propósito?""",número: 3,Você fez isso de propósito?,você fez isso de propósito,3,Raiva
Speaker: Rachel,"enunciado: ""Isso é assustador.""",número: 6,Isso é assustador.,isso é assustador,6,Disgosto
Speaker: Joey,"enunciado: ""Eu não acredito nisso!""",número: 4,Eu não acredito nisso!,eu não acredito nisso,4,Surpresa
Speaker: Joey,"enunciado: ""Achei que tinha acabado.""",número: 1,Achei que tinha acabado.,achei que tinha acabado,1,Neutro
Speaker: Monica,"enunciado: ""Eu não quero falar sobre isso.""",número: 2,Eu não quero falar sobre isso.,eu não quero falar sobre isso,2,Felicidade
Speaker: Monica,"enunciado: ""Uau, isso é incrível!""",número: 4,"Uau, isso é incrível!",uau isso é incrível,4,Surpresa
Speaker: Phoebe,"enunciado: ""Isso é assustador.""",número: 5,Isso é assustador.,isso é assustador,5,Tristeza
Speaker: Chandler,"enunciado: ""Isso é mais difícil do que parece.""",número: 1,Isso é mais difícil do que parece.,isso é mais difícil do que parece,1,Neutro
Speaker: Chandler,"enunciado: ""Eu não acredito nisso!""",número: 4,Eu não acredito nisso!,eu não acredito nisso,4,Surpresa
Speaker: Chandler,"enunciado: ""Uau, isso é incrível!""",número: 3,"Uau, isso é incrível!",uau isso é incrível,3,Raiva
Speaker: Phoebe,"enunciado: ""Achei que seria diferente.""",número: 6,Achei que seria diferente.,achei que seria diferente,6,Disgosto
Speaker: Chandler,"enunciado: ""Você fez isso de propósito?""",número: 3,Você fez isso de propósito?,você fez isso de propósito,3,Raiva
Speaker: Joey,"enunciado: ""Por que sempre comigo?""",número: 5,Por que sempre comigo?,por que sempre comigo,5,Tristeza
Speaker: Joey,"enunciado: ""Isso é assustador.""",número: 4,Isso é assustador.,isso é assustador,4,Surpresa
Speaker: Phoebe,"enunciado: ""Ok, isso é nojento.""",número: 7,"Ok, isso é nojento.",ok isso é nojento,7,Medo
Speaker: Phoebe,"enunciado: ""Posso cantar uma música sobre isso?""",número: 1,Posso cantar uma música sobre isso?,posso cantar uma música sobre isso,1,Neutro
Speaker: Chandler,"enunciado: ""Sério, isso é hilário.""",número: 5,"Sério, isso é hilário.",sério isso é hilário,5,Tristeza
Speaker: Rachel,"enunciado: ""Isso é assustador.""",número: 7,Isso é assustador.,isso é assustador,7,Medo
Speaker: Monica,"enunciado: ""Sério, isso é hilário.""",número: 1,"Sério, isso é hilário.",sério isso é hilário,1,Neutro
Speaker: Ross,"enunciado: ""Isso é assustador.""",número: 2,Isso é assustador.,isso é assustador,2,Felicidade
Speaker: Chandler,"enunciado: ""Você fez isso de propósito?""",número: 4,Você fez isso de propósito?,você fez isso de propósito,4,Surpresa
Speaker: Ross,"enunciado: ""Não vou cair nessa de novo.""",número: 6,Não vou cair nessa de novo.,não vou cair nessa de novo,6,Disgosto
Speaker: Phoebe,"enunciado: ""Isso é assustador.""",número: 1,Isso é assustador.,isso é assustador,1,Neutro
Speaker: Chandler,"enunciado: ""Não vou cair nessa de novo.""",número: 3,Não vou cair nessa de novo.,não vou cair nessa de novo,3,Raiva
Speaker: Phoebe,"enunciado: ""Eu não quero falar sobre isso.""",número: 5,Eu não quero falar sobre isso.,eu não quero falar sobre isso,5,Tristeza
Speaker: Ross,"enunciado: ""Você fez isso de propósito?""",número: 1,Você fez isso de propósito?,você fez isso de propósito,1,Neutro
Speaker: Monica,"enunciado: ""Isso é mais difícil do que parece.""",número: 4,Isso é mais difícil do que parece.,isso é mais difícil do que parece,4,Surpresa
Speaker: Rachel,"enunciado: ""Uau, isso é incrível!""",número: 3,"Uau, isso é incrível!",uau isso é incrível,3,Raiva
Speaker: Chandler,"enunciado: ""Uau, isso é incrível!""",número: 1,"Uau, isso é incrível!",uau isso é incrível,1,Neutro
Speaker: Ross,"enunciado: ""Uau, isso é incrível!""",número: 4,"Uau, isso é incrível!",uau isso é incrível,4,Surpresa
Speaker: Joey,"enunciado: ""Achei que seria diferente.""",número: 3,Achei que seria diferente.,achei que seria diferente,3,Raiva
Speaker: Monica,"enunciado: ""Achei que tinha acabado.""",número: 6,Achei que tinha acabado.,achei que tinha acabado,6,Disgosto
Speaker: Chandler,"enunciado: ""Você fez isso de propósito?""",número: 2,Você fez isso de propósito?,você fez isso de propósito,2,Felicidade
Speaker: Monica,"enunciado: ""Você fez isso de propósito?""",número: 5,Você fez isso de propósito?,você fez isso de propósito,5,Tristeza
Speaker: Joey,"enunciado: ""Ok, isso é nojento.""",número: 6,"Ok, isso é nojento.",ok isso é nojento,6,Disgosto
Speaker: Joey,"enunciado: ""Isso é assustador.""",número: 1,Isso é assustador.,isso é assustador,1,Neutro
Speaker: Rachel,"enunciado: ""Isso é mais difícil do que parece.""",número: 7,Isso é mais difícil do que parece.,isso é mais difícil do que parece,7,Medo
Speaker: Chandler,"enunciado: ""Quem pegou meu café?""",número: 4,Quem pegou meu café?,quem pegou meu café,4,Surpresa
Speaker: Joey,"enunciado: ""Você fez isso de propósito?""",número: 4,Você fez isso de propósito?,você fez isso de propósito,4,Surpresa
Speaker: Monica,"enunciado: ""Isso é maravilhoso!""",número: 3,Isso é maravilhoso!,isso é maravilhoso,3,Raiva
Speaker: Ross,"enunciado: ""Não vou cair nessa de novo.""",número: 5,Não vou cair nessa de novo.,não vou cair nessa de novo,5,Tristeza
Speaker: Rachel,"enunciado: ""Você não entende nunca?""",número: 7,Você não entende nunca?,você não entende nunca,7,Medo
Speaker: Ross,"enunciado: ""Quem pegou meu café?""",número: 6,Quem pegou meu café?,quem pegou meu café,6,Disgosto
Speaker: Phoebe,"enunciado: ""Quem pegou meu café?""",número: 3,Quem pegou meu café?,quem pegou meu café,3,Raiva
Speaker: Joey,"enunciado: ""Você fez isso de propósito?""",número: 1,Você fez isso de propósito?,você fez isso de propósito,1,Neutro
Speaker: Phoebe,"enunciado: ""Você só pode estar brincando.""",número: 4,Você só pode estar brincando.,você só pode estar brincando,4,Surpresa
Speaker: Joey,"enunciado: ""Por que sempre comigo?""",número: 6,Por que sempre comigo?,por que sempre comigo,6,Disgosto
Speaker: Monica,"enunciado: ""Isso é mais difícil do que parece.""",número: 6,Isso é mais difícil do que parece.,isso é mais difícil do que parece,6,Disgosto
Speaker: Chandler,"enunciado: ""Ok, isso é nojento.""",número: 2,"Ok, isso é nojento.",ok isso é nojento,2,Felicidade
Speaker: Phoebe,"enunciado: ""Ok, isso é nojento.""",número: 1,"Ok, isso é nojento.",ok isso é nojento,1,Neutro
Speaker: Joey,"enunciado: ""Isso é mais difícil do que parece.""",número: 7,Isso é mais difícil do que parece.,isso é mais difícil do que parece,7,Medo
Speaker: Ross,"enunciado: ""Você fez isso de propósito?""",número: 5,Você fez isso de propósito?,você fez isso de propósito,5,Tristeza
Speaker: Joey,"enunciado: ""Sério, isso é hilário.""",número: 7,"Sério, isso é hilário.",sério isso é hilário,7,Medo
Speaker: Chandler,"enunciado: ""Isso é mais difícil do que parece.""",número: 7,Isso é mais difícil do que parece.,isso é mais difícil do que parece,7,Medo
Speaker: Joey,"enunciado: ""Achei que seria diferente.""",número: 4,Achei que seria diferente.,achei que seria diferente,4,Surpresa
Speaker: Phoebe,"enunciado: ""Eu não acredito nisso!""",número: 7,Eu não acredito nisso!,eu não acredito nisso,7,Medo
Speaker: Rachel,"enunciado: ""Você não entende nunca?""",número: 7,Você não entende nunca?,você não entende nunca,7,Medo
Speaker: Rachel,"enunciado: ""Por que sempre comigo?""",número: 6,Por que sempre comigo?,por que sempre comigo,6,Disgosto
Speaker: Phoebe,"enunciado: ""Achei que seria diferente.""",número: 6,Achei que seria diferente.,achei que seria diferente,6,Disgosto
Speaker: Rachel,"enunciado: ""Isso é assustador.""",número: 1,Isso é assustador.,isso é assustador,1,Neutro
Speaker: Ross,"enunciado: ""Achei que seria diferente.""",número: 7,Achei que seria diferente.,achei que seria diferente,7,Medo
Speaker: Rachel,"enunciado: ""Eu não acredito nisso!""",número: 4,Eu não acredito nisso!,eu não acredito nisso,4,Surpresa
Speaker: Monica,"enunciado: ""Uau, isso é incrível!""",número: 7,"Uau, isso é incrível!",uau isso é incrível,7,Medo
Speaker: Rachel,"enunciado: ""Você não entende nunca?""",número: 2,Você não entende nunca?,você não entende nunca,2,Felicidade
Speaker: Phoebe,"enunciado: ""Você fez isso de propósito?""",número: 6,Você fez isso de propósito?,você fez isso de propósito,6,Disgosto
Speaker: Joey,"enunciado: ""Achei que seria diferente.""",número: 2,Achei que seria diferente.,achei que seria diferente,2,Felicidade
Speaker: Joey,"enunciado: ""Achei que tinha acabado.""",número: 3,Achei que tinha acabado.,achei que tinha acabado,3,Raiva
Speaker: Rachel,"enunciado: ""Não vou cair nessa de novo.""",número: 1,Não vou cair nessa de novo.,não vou cair nessa de novo,1,Neutro
Speaker: Joey,"enunciado: ""Posso cantar uma música sobre isso?""",número: 7,Posso cantar uma música sobre isso?,posso cantar uma música sobre isso,7,Medo
Speaker: Rachel,"enunciado: ""Achei que seria diferente.""",número: 1,Achei que seria diferente.,achei que seria diferente,1,Neutro
Speaker: Phoebe,"enunciado: ""Você não entende nunca?""",número: 2,Você não entende nunca?,você não entende nunca,2,Felicidade
Speaker: Monica,"enunciado: ""Sério, isso é hilário.""",número: 5,"Sério, isso é hilário.",sério isso é hilário,5,Tristeza
Speaker: Joey,"enunciado: ""Você não entende nunca?""",número: 6,Você não entende nunca?,você não entende nunca,6,Disgosto
Speaker: Monica,"enunciado: ""Sério, isso é hilário.""",número: 4,"Sério, isso é hilário.",sério isso é hilário,4,Surpresa
Speaker: Joey,"enunciado: ""Quem pegou meu café?""",número: 4,Quem pegou meu café?,quem pegou meu café,4,Surpresa
Speaker: Chandler,"enunciado: ""Posso cantar uma música sobre isso?""",número: 6,Posso cantar uma música sobre isso?,posso cantar uma música sobre isso,6,Disgosto
Speaker: Ross,"enunciado: ""Uau, isso é incrível!""",número: 3,"Uau, isso é incrível!",uau isso é incrível,3,Raiva
Speaker: Ross,"enunciado: ""Não vou cair nessa de novo.""",número: 7,Não vou cair nessa de novo.,não vou cair nessa de novo,7,Medo
Speaker: Ross,"enunciado: ""Achei que tinha acabado.""",número: 5,Achei que tinha acabado.,achei que tinha acabado,5,Tristeza
Speaker: Phoebe,"enunciado: ""Você fez isso de propósito?""",número: 6,Você fez isso de propósito?,você fez isso de propósito,6,Disgosto
Speaker: Phoebe,"enunciado: ""Por que sempre comigo?""",número: 3,Por que sempre comigo?,por que sempre comigo,3,Raiva
Speaker: Phoebe,"enunciado: ""Uau, isso é incrível!""",número: 4,"Uau, isso é incrível!",uau isso é incrível,4,Surpresa
Speaker: Joey,"enunciado: ""Posso cantar uma música sobre isso?""",número: 5,Posso cantar uma música sobre isso?,posso cantar uma música sobre isso,5,Tristeza
Speaker: Joey,"enunciado: ""Não vou cair nessa de novo.""",número: 6,Não vou cair nessa de novo.,não vou cair nessa de novo,6,Disgosto
Speaker: Chandler,"enunciado: ""Ok, isso é nojento.""",número: 1,"Ok, isso é nojento.",ok isso é nojento,1,Neutro
Speaker: Phoebe,"enunciado: ""Uau, isso é incrível!""",número: 2,"Uau, isso é incrível!",uau isso é incrível,2,Felicidade
Speaker: Joey,"enunciado: ""Eu não acredito nisso!""",número: 4,Eu não acredito nisso!,eu não acredito nisso,4,Surpresa
Speaker: Ross,"enunciado: ""Eu não quero falar sobre isso.""",número: 1,Eu não quero falar sobre isso.,eu não quero falar sobre isso,1,Neutro
Speaker: Monica,"enunciado: ""Essa foi boa!""",número: 5,Essa foi boa!,essa foi boa,5,Tristeza
Speaker: Joey,"enunciado: ""Eu não acredito nisso!""",número: 4,Eu não acredito nisso!,eu não acredito nisso,4,Surpresa
Speaker: Rachel,"enunciado: ""Você só pode estar brincando.""",número: 1,Você só pode estar brincando.,você só pode estar brincando,1,Neutro
Speaker: Rachel,"enunciado: ""Você não entende nunca?""",número: 1,Você não entende nunca?,você não entende nunca,1,Neutro
Speaker: Ross,"enunciado: ""Uau, isso é incrível!""",número: 5,"Uau, isso é incrível!",uau isso é incrível,5,Tristeza
Speaker: Monica,"enunciado: ""Posso cantar uma música sobre isso?""",número: 6,Posso cantar uma música sobre isso?,posso cantar uma música sobre isso,6,Disgosto
Speaker: Joey,"enunciado: ""Uau, isso é incrível!""",número: 3,"Uau, isso é incrível!",uau isso é incrível,3,Raiva
